show_id,type_x,title,director,country,date_added,release_year,rating,duration,listed_in,index,id,type_y,description,age_certification,runtime,imdb_id,imdb_score,imdb_votes
s485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,South Korea,7/9/2021,2021,TV-G,46 min,Stand-Up Comedy,5262,tm1063339,MOVIE,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",,45,tt14880280,4.1,38.0
s490,Movie,Back to Q82,Ahmed Siddiqui,Kuwait,7/8/2021,2017,TV-14,104 min,"Comedies, International Movies",2861,tm431214,MOVIE,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",,105,tt6225842,6.0,94.0
s492,Movie,Home Again,Hallie Meyers-Shyer,United States,7/8/2021,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",1858,tm321703,MOVIE,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,PG-13,97,tt5719700,5.8,31620.0
s493,Movie,Midnight Sun,Scott Speer,United States,7/8/2021,2018,PG-13,91 min,"Dramas, Romantic Movies",2002,tm271960,MOVIE,"MIDNIGHT SUN is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight. Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar. One night, her dreams come true when sheâ€™s noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom sheâ€™s secretly watched from her bedroom window for years. As they embark on nightly summer excursions, Katieâ€™s risk to sunlight grows and sheâ€™s presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate.",PG-13,91,tt4799078,6.6,29565.0
s495,Movie,Rock the Kasbah,Barry Levinson,United States,7/8/2021,2015,R,106 min,"Comedies, Music & Musicals",1363,tm140436,MOVIE,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",R,100,tt3165590,5.5,11963.0
s497,Movie,Brick Mansions,Camille Delamarre,France,7/7/2021,2014,PG-13,90 min,"Action & Adventure, International Movies",939,tm159796,MOVIE,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",PG-13,90,tt1430612,5.6,42137.0
s486,Movie,Lethal Love,Avi Federgreen,Not Given,7/9/2021,2021,TV-14,89 min,Thrillers,5184,tm1055586,MOVIE,"When a handsome man manipulates a mother and daughter into falling in love with him, the daughter must expose his scheme before her mother becomes his next victim.",,87,tt14403532,4.4,215.0
s502,Movie,Mama Drama,Seyi Babatope,Nigeria,7/7/2021,2020,TV-MA,105 min,"Dramas, International Movies",4393,tm902993,MOVIE,,,85,tt12424356,6.3,8.0
s65,Movie,Nightbooks,David Yarovesky,Not Given,9/15/2021,2021,TV-PG,103 min,Children & Family Movies,4542,tm1002815,MOVIE,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",,103,tt10521144,5.7,8278.0
s509,Movie,A Land Imagined,Yeo Siew Hua,France,7/6/2021,2019,TV-MA,95 min,"Dramas, International Movies",3758,tm425944,MOVIE,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,,95,tt8726116,6.2,1289.0
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Not Given,9/15/2021,2021,TV-14,113 min,"Documentaries, International Movies, Sports Movies",4709,tm673809,MOVIE,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",,112,tt10322274,7.4,21558.0
s288,TV Show,I Need Romance,Sakon Tiacharoen,Not Given,8/10/2021,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",5240,ts297685,SHOW,"A 33-year-old fashion marketing director at a home shopping channel company has developed a tough, prickly outer shell in order to succeed in the workplace. After multiple failed relationships, she has given up on the idea of ever finding love. A 26-year-old songwriter with a carefree spirit returns home after living abroad for seventeen years. Raised by his mother's friend and her daughter, who is now that 33-year-old fashion marketing director. But she only remembers him as the kid she was forced to play with when her mom was too busy. When these two meet again, he attempts to heal her jaded sense of romance.",TV-14,45,tt16077338,7.8,24.0
s319,Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt",Not Given,8/3/2021,2021,TV-MA,97 min,"Documentaries, International Movies",4762,tm1074764,MOVIE,"Max S. reveals how he built a drug empire from his childhood bedroom as a teen in the real story behind the series ""How to Sell Drugs Online (Fast).""",,96,tt15036416,7.3,4529.0
s469,Movie,The Guide to the Perfect Family,Ricardo Trogi,Not Given,7/14/2021,2021,TV-MA,102 min,"Comedies, Dramas, International Movies",5148,tm1037519,MOVIE,"A couple in QuÃ©bec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",,102,tt11991786,6.4,1632.0
s501,Movie,Major Grom: Plague Doctor,Oleg Trofim,Not Given,7/7/2021,2021,TV-MA,138 min,"Action & Adventure, International Movies",4928,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity â€“ these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",,136,tt7601480,6.3,11715.0
s532,Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Malaysia,7/6/2021,2018,TV-PG,101 min,"Dramas, International Movies",2992,tm433087,MOVIE,"The movie is comprised of six inter-related stories that tell of the frantic days leading up to the most important election ever in Malaysia. It follows the lives of everyday people, who come together for their common love: their country. Each of the stories told shows the meaning of being a true Malaysian.",,102,tt9866736,5.1,40.0
s535,Movie,Si Doel the Movie 2,Rano Karno,Indonesia,7/6/2021,2019,TV-G,95 min,"Dramas, International Movies",4370,tm472231,MOVIE,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",,95,tt10290062,7.0,182.0
s543,Movie,Ujala,Naresh Saigal,India,7/6/2021,1959,TV-14,143 min,"Dramas, International Movies",36,tm358653,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",,142,tt0157132,6.7,78.0
s553,Movie,Holiday on Mars,Neri Parenti,Not Given,7/2/2021,2020,TV-MA,94 min,"Comedies, International Movies",3898,tm980097,MOVIE,"We are in 2030, and on vacation we go to Mars!  Having made his wife and son Giulio lose his tracks for years, Fabio (Christian De Sica) is about to marry the wealthy Bea on Mars. But what could happen if during an excursion into space, something goes wrong and Giulio suddenly becomes a sprightly old man (Massimo Boldi)? Between hilarious unexpected events and amusing misunderstandings, Fabio will find himself dealing with a seventy-year-old son and a marriage that is in danger of jumping ...",,89,tt12780384,2.7,564.0
s552,Movie,Haseen Dillruba,Vinil Mathew,India,7/2/2021,2021,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers",5057,tm867681,MOVIE,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",,135,tt11027830,7.0,25771.0
s561,Movie,Audible,Matt Ogens,Not Given,7/1/2021,2021,PG-13,39 min,"Documentaries, Sports Movies",4681,tm1039147,MOVIE,Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.,PG-13,39,tt12771540,5.3,
s557,Movie,The 8th Night,Kim Tae-hyung,South Korea,7/2/2021,2021,TV-14,116 min,"Horror Movies, International Movies, Thrillers",4865,tm810494,MOVIE,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",,115,tt14781176,5.3,3181.0
s559,Movie,6 Bullets,Ernie Barbarash,United States,7/1/2021,2012,R,115 min,Action & Adventure,783,tm65765,MOVIE,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,R,115,tt1975249,6.0,14898.0
s571,Movie,Dynasty Warriors,Chow Hin Yeung Roy,Not Given,7/1/2021,2021,TV-14,118 min,"Action & Adventure, International Movies",4946,tm1022893,MOVIE,"In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",PG-13,117,tt7587604,4.7,2079.0
s569,Movie,Dennis the Menace,Nick Castle,United States,7/1/2021,1993,PG,96 min,"Children & Family Movies, Comedies",150,tm184205,MOVIE,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,PG,95,tt0106701,5.6,60779.0
s579,Movie,Memoirs of a Geisha,Rob Marshall,France,7/1/2021,2005,PG-13,145 min,"Dramas, Romantic Movies",337,tm176528,MOVIE,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",PG-13,145,tt0397535,7.3,146847.0
s585,Movie,Not Another Teen Movie,Joel Gallen,United States,7/1/2021,2001,R,89 min,Comedies,313,tm58382,MOVIE,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",R,89,tt0277371,5.7,104604.0
s581,Movie,Mobile Suit Gundam Hathaway,Shuko Murase,Not Given,7/1/2021,2021,TV-14,96 min,"Action & Adventure, Anime Features, International Movies",4844,tm880822,MOVIE,"After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",PG-13,96,tt13288678,6.6,1331.0
s597,Movie,Sword of Trust,Lynn Shelton,United States,7/1/2021,2019,R,89 min,"Comedies, Dramas, Independent Movies",3253,tm459742,MOVIE,"When Cynthia and Mary show up to collect Cynthia's inheritance from her deceased grandfather, the only item she's received is an antique sword that he believed to be proof that the South won the Civil War.",R,88,tt8484012,6.3,3558.0
s600,Movie,The Best of Enemies,Robin Bissell,United States,7/1/2021,2019,PG-13,133 min,Dramas,3326,tm436778,MOVIE,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",PG-13,133,tt4807408,7.3,16441.0
s606,Movie,The Long Riders,Walter Hill,United States,7/1/2021,1980,R,100 min,Action & Adventure,13,tm96649,MOVIE,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",R,99,tt0081071,6.9,11329.0
s614,Movie,Voiceless,Robert O. Peters,Nigeria,7/1/2021,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",4189,tm958984,MOVIE,"The Hausa feature film is a story of love and the power of dreams in the midst of the violence and terrorism in Nigeria's northeast and is based on eyewitness account. It follows the story of a bright, promising girl, Salma who was held captive by a daring terrorist group along with 245 of her schoolmates. Despite her seemingly hopeless reality, she refuses to give up on her huge dreams. The struggle to regain freedom and realize her dreams leads to unfathomable pains and deaths.",,120,tt13149312,6.8,31.0
s619,Movie,America: The Motion Picture,Matt Thompson,United States,6/30/2021,2021,TV-MA,98 min,"Action & Adventure, Comedies",4679,tm1038363,MOVIE,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,R,98,tt6733874,5.6,6165.0
s623,Movie,Lying and Stealing,Matt Aselton,United States,6/30/2021,2019,R,100 min,Thrillers,3429,tm511940,MOVIE,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at 2 of his ""jobs"". She has her own problems but helps him.",R,100,tt7558302,5.4,5596.0
s624,Movie,Mommy Issues,Jose Javier Reyes,Not Given,6/30/2021,2021,TV-MA,90 min,"Comedies, Dramas, International Movies",5268,tm1040832,MOVIE,"â€œMommy Issuesâ€ revolves around Ella (Pokwang), a hardworking single mother who has devoted her life for her only daughter Katya (Sue). Her zealousness to protect her daughter leads to conflict but thanks to grandmother Fenny (Gloria Diaz), they blow over because of the quirky and fun ways she helps bridge the gap between her loved ones.",,89,tt14880428,5.4,38.0
